2	RecipeData	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/cooking/dataType/RecipeData.cs
6	RecipeData	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/cooking/dataType/RecipeData.cs
5	Awake	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/OrderingCustomer.cs
5	OnDestroy	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/OrderingCustomer.cs
41	Inject	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/OrderingCustomer.cs
13	clickRoutine	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/OrderingCustomer.cs
7	say	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/OrderingCustomer.cs
4	DestroyObject	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/OrderingCustomer.cs
5	exit	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/TakingCustomer.cs
25	take	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/TakingCustomer.cs
25	ApplySpriteSettings	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/TakingCustomer.cs
10	say	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/TakingCustomer.cs
32	inject	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/WaitingCustomer.cs
8	StopTimer	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/WaitingCustomer.cs
4	OnExit	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/WaitingCustomer.cs
4	DestroyObject	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/WaitingCustomer.cs
10	OnDestroy	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/customer/WaitingCustomer.cs
12	SetScore	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/minigame/MinigameResult.cs
5	CompareTo	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Cooking/minigame/MinigameResult.cs
32	Start	/Users/hogun/UnityProjects/My project/unity-project/Assets/Scripts/Entities/Garden/Farm.cs
